Timestamp,Roll,Pitch,Yaw,Acc_X,Acc_Y,Acc_Z,USBL_X,USBL_Y,Depth,Est_X,Est_Y,Est_Z,Temp,State_6,State_7,State_8,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
1586436464.89,-144.971389771,-15.5753164291,-35.245765686,0,0,0,-0.0235,-2.7107,0.552965643189,-0.0235,-2.7107,0.552965643189,23.29,0,0,0,,,,,,
1586436465.13,-145.607772827,-15.7781620026,-35.4433250427,2.53761601448,-5.1872754097,-7.84482383728,0,0,0,-0.0235000007724,-2.71069999913,-0.552965643493,23.29,-1.31708675209e-05,1.48204672431e-05,-5.18438111557e-06,-0.0884473398328,0.00884458422661,0.0219739992172,-0.578750133514,-0.0408754348755,0.785572767258
1586436465.39,-146.35333252,-15.3989915848,-35.4857940674,2.53894329071,-5.21680259705,-7.52786397934,0,0,0,-0.0235004615159,-2.71070020991,-0.552966865201,23.29,-1.99581916986e-05,1.74133705083e-05,3.01171834478e-05,-0.0508472286165,-0.0588133893907,0.0138558447361,-0.578289031982,-0.0474095344543,0.786952495575
1586436465.65,-147.04914856,-14.8973293304,-34.9355926514,2.59145879745,-5.20263671875,-7.703769207,0,0,0,-0.0235023812696,-2.71069812911,-0.552972995296,23.28,-1.29850213232e-05,1.29238625031e-05,5.60747579207e-05,-0.0703230500221,-0.0557303465903,-0.0360563397408,-0.565329551697,-0.0583703517914,0.797780990601
1586436465.91,-148.218948364,-14.9059143066,-34.3629570007,2.59513735771,-4.92962837219,-8.10365200043,0,0,0,-0.0235021669655,-2.7106966511,-0.55298178406,23.27,-5.73778930898e-06,1.96113748558e-05,5.17797236383e-05,-0.1121834144,-0.00300109386444,-0.0261187553406,-0.562042474747,-0.0783123970032,0.797787427902
1586436466.33,-151.965682983,-14.6055183411,-34.130153656,2.73208594322,-4.55445289612,-8.53419876099,16.7719,32.5902,0.570803244582,-0.0234711277146,-2.7106420516,-0.552989951026,23.24,3.1111383453e-05,6.19256549633e-06,3.96527485669e-05,-0.11331140995,0.0170968454331,-0.0244811177254,-0.558129072189,-0.131511211395,0.791841983795
1586436466.59,-153.44909668,-15.106133461,-34.051158905,2.59193134308,-4.18044757843,-8.62000370026,0,0,0,-0.0234528980524,-2.71063596026,-0.552992211397,23.25,3.47115693521e-05,1.19397150973e-05,2.44926985623e-05,-0.157633438706,0.0368289649487,-0.0141099095345,-0.56157207489,-0.156424045563,0.790607213974
1586436466.85,-155.180801392,-15.2384967804,-34.2157707214,2.55467271805,-3.84233784676,-8.49510574341,0,0,0,-0.023435334958,-2.71063086562,-0.553027080282,23.24,3.20857660282e-05,2.59194332433e-05,3.49782055293e-05,-0.147901490331,-0.0147521495819,0.0375278331339,-0.564255952835,-0.178463220596,0.781304121017
1586436467.11,-156.076782227,-14.5535640717,-34.4395828247,2.57608747482,-3.73380565643,-8.42173957825,0,0,0,-0.0234013063303,-2.71059915876,-0.553103590382,23.23,4.37777697509e-05,3.84859173972e-05,6.27612129367e-05,-0.0516250729561,-0.0856220722198,0.0471405722201,-0.560266017914,-0.190742015839,0.787936449051
1586436467.52,-158.555587769,-11.990489006,-33.5671882629,2.0993168354,-3.39312767982,-8.89785575867,0,0,0,-0.023328943727,-2.71058366829,-0.553192938561,23.2,5.03048809178e-05,5.10747075313e-05,6.68000034586e-05,-0.0982925370336,-0.0278949737549,-0.0554904378951,-0.523838996887,-0.218279600143,0.809392929077
