Timestamp,Roll,Pitch,Yaw,Acc_X,Acc_Y,Acc_Z,USBL_X,USBL_Y,Depth,Est_X,Est_Y,Est_Z,Temp,State_6,State_7,State_8,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
1586422808.43,0.477677494287,6.14080524445,7.67272996902,0,0,0,-1.6196,3.6014,0.560893466031,-1.6196,3.6014,0.560893466031,26.74,0,0,0,,,,,,
1586422808.48,38.6756973267,-2.77950692177,-107.972946167,0.44564846158,6.13207530975,7.68009662628,0,0,0,-1.6196,3.6014,-0.56089346603,26.81,-3.02627990426e-06,6.40940022009e-07,2.7369390133e-06,0.00668969145045,0.00157039635815,-0.00703334948048,-0.652707576752,-0.612245798111,-0.507549524307
1586422808.74,9.71114826202,13.387799263,144.803436279,-2.26994371414,1.94983708858,9.67517375946,0,0,0,-1.61960034469,3.60139884656,-0.560892570439,26.65,-2.78464483609e-06,3.48070714789e-05,2.93815093029e-05,-0.437147587538,0.203966349363,0.0186784360558,0.49757194519,-0.58235001564,-0.654322862625
1586422809.0,9.23711204529,13.6761608124,144.869979858,-2.34435772896,1.81670856476,9.63942050934,0,0,0,-1.61960252572,3.60139159718,-0.560887038716,26.56,-5.21562310726e-06,6.37839866469e-05,5.24115267244e-05,-0.428879410028,0.255506575108,0.0164618920535,0.499823570251,-0.57909655571,-0.659239053726
1586422809.25,5.21248626709,16.6181907654,145.353485107,-2.73528122902,1.20224273205,9.40489196777,0,0,0,-1.61961216404,3.6013741007,-0.560875963959,26.47,2.07013668917e-06,9.92486341723e-05,5.64535024027e-05,-0.154911011457,0.183463335037,0.0154225183651,0.531978368759,-0.53058552742,-0.677185773849
1586422809.51,2.97545480728,19.0597667694,146.716690063,-3.0581946373,0.446761339903,9.1970205307,0,0,0,-1.61962629443,3.60136052762,-0.560861729576,26.39,1.71136006341e-05,9.5673991253e-05,4.96286519712e-05,-0.237029507756,0.118766948581,0.130609273911,0.555863857269,-0.51283454895,-0.678786754608
1586422809.77,-0.726017475128,19.5185718536,149.977676392,-3.18231296539,0.0348348245025,9.11360931396,0,0,0,-1.61965517406,3.60133293171,-0.560848291079,26.3,2.70934763183e-05,0.000111363863525,3.56144414393e-05,-0.282144665718,-0.0531770586967,0.238230004907,0.53294801712,-0.481021881104,-0.720778226852
1586422810.03,-0.696566581726,17.9381046295,153.233139038,-2.88985300064,-0.145311817527,9.07649803162,0,0,0,-1.6196983986,3.60131292794,-0.560852419468,26.23,4.08911127864e-05,0.000108046344923,8.6084841431e-06,0.0711238086224,-0.161400482059,0.173635646701,0.483434677124,-0.493569612503,-0.740811109543
1586422810.29,0.433539241552,14.5531578064,156.097946167,-2.15382432938,-0.178339034319,9.28178977966,0,0,0,-1.61976532804,3.60133923463,-0.560865448712,26.15,7.35451264156e-05,8.18624008773e-05,-1.40965237949e-05,-0.11541403085,-0.290434956551,0.224255368114,0.413949966431,-0.519594192505,-0.762458324432
1586422810.55,-8.3281621933,8.58129024506,160.809677124,-1.18550503254,-1.40051043034,9.74568462372,0,0,0,-1.61985724122,3.60133925663,-0.560817216761,26.08,0.000102887980261,8.23864686584e-05,1.04868460388e-06,-0.985649526119,-0.540534377098,0.292670339346,0.287482023239,-0.409888744354,-0.883209466934
1586422810.8,-19.1211833954,-0.0349204093218,166.042053223,0.287549167871,-3.12798285484,9.763463974,0,0,0,-1.6199730946,3.60133041515,-0.560660948569,26.0,0.00013269304379,9.15651471361e-05,5.30339244417e-05,-0.330547630787,-0.673831760883,0.117557600141,0.107159137726,-0.229577541351,-0.996921777725
1586422811.06,-16.8242893219,-7.99010133743,170.183898926,1.58373510838,-2.81853723526,9.60079860687,-1.4686,4.0491,0.534137063941,-1.62011812091,3.60133813413,-0.560526384872,25.94,0.000156101052559,9.03493976084e-05,8.49186901981e-05,0.333095401525,-0.541245698929,0.0948663726449,-0.0583369731903,-0.268537998199,-0.989999294281
1586422811.32,-12.1459960938,-14.5951242447,173.386764526,2.37870502472,-1.89967656136,9.31167793274,0,0,0,-1.62022019909,3.60124728259,-0.560471557695,25.86,0.000145975201805,0.000100909207396,8.78009833158e-05,0.364090412855,-0.420837581158,0.0572702623904,-0.190292596817,-0.355320453644,-0.94084072113
1586422811.58,-7.63680315018,-18.486579895,174.168548584,3.0646469593,-0.965844452381,9.3097486496,0,0,0,-1.62036555072,3.60106290646,-0.560374942833,25.8,0.000140868892145,0.000130132659231,9.69290840609e-05,0.260862976313,-0.137349262834,-0.0267773941159,-0.259128332138,-0.432844877243,-0.888453483582
1586422811.84,-5.10323047638,-18.7558765411,174.11378479,3.36011838913,-0.714914858341,9.32194328308,0,0,0,-1.62063726229,3.60094258821,-0.560294162776,25.73,0.000163051144864,0.000142238327352,0.000104073027205,0.0779347643256,0.0389313325286,-0.0233013220131,-0.263778686523,-0.474331140518,-0.867607831955
1586422812.1,-11.372751236,-18.4500427246,173.241546631,3.03289198875,-1.44961106777,8.9624710083,0,0,0,-1.62082176384,3.60057359857,-0.560294778678,25.66,0.000155061283926,0.000184381458651,8.61243585077e-05,-0.651199519634,0.0483858399093,-0.0950148254633,-0.254292726517,-0.38188791275,-0.918128728867
1586422812.35,-20.0313205719,-17.4115562439,171.051971436,2.71112370491,-2.93769979477,8.91213035583,0,0,0,-1.62090291036,3.60022932306,-0.560076665455,25.6,0.000130275215679,0.00021400006452,9.86665600228e-05,-0.605374455452,0.135509327054,-0.119286604226,-0.221734285355,-0.23001909256,-0.98128080368
