Timestamp,Roll,Pitch,Yaw,Acc_X,Acc_Y,Acc_Z,USBL_X,USBL_Y,Depth,Est_X,Est_Y,Est_Z,Temp,State_6,State_7,State_8,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
1586434520.86,-0.0506402701139,-0.146289199591,9.70584869385,0,0,0,-2.0811,-0.5805,0.568821288872,-2.0811,-0.5805,0.568821288872,26.63,0,0,0,,,,,,
1586434520.91,-0.89267462492,0.297442048788,-26.6621875763,-0.0134765747935,-0.234663397074,9.79436206818,0,0,0,-2.0811,-0.580500000001,-0.568821288872,26.72,3.74776161929e-06,-8.17827864893e-06,-1.83178193571e-06,-0.0277496892959,-0.000312924385071,0.000348128407495,-0.239905595779,0.580596208572,-0.825495958328
1586434521.17,-7.81845378876,-58.2537345886,152.253005981,8.25587654114,-0.52287375927,5.35757637024,0,0,0,-2.08110062884,-0.580500309344,-0.568820849006,26.59,-5.29444398385e-06,9.89991068348e-06,2.25162154401e-05,0.227280214429,-0.00762157235295,-0.0626359283924,-0.54162812233,-0.3873295784,-0.769899845123
1586434521.42,-7.61499357224,-58.2619514465,152.180908203,8.16498947144,-0.505200624466,5.26640748978,0,0,0,-2.08110368681,-0.580504207571,-0.56881718979,26.53,-2.36788776141e-05,2.80275987789e-05,3.76533857912e-05,0.239129245281,-0.00807866733521,-0.0607870668173,-0.538927078247,-0.389127969742,-0.768176555634
1586434521.68,-2.57975506783,-59.1719093323,150.269287109,8.43572425842,-0.21936199069,5.11368942261,0,0,0,-2.08111083404,-0.580509846336,-0.5688117523,26.48,-2.28244256506e-05,2.87392571776e-05,4.67714682049e-05,0.0956421941519,-0.0764236077666,-0.0657357424498,-0.53937458992,-0.439780712128,-0.731205940247
1586434521.94,-2.69145202637,-59.268283844,148.088973999,8.22320842743,-0.281183958054,5.11398744583,0,0,0,-2.08111875612,-0.580520738099,-0.568792487145,26.43,-4.46396861161e-05,2.4048040487e-05,5.74781947577e-05,-0.173770293593,0.0535046756268,-0.065189242363,-0.533748149872,-0.431609153748,-0.74930024147
1586434522.2,-2.20436024666,-58.4383010864,147.13142395,8.3362531662,-0.446503043175,5.11713266373,0,0,0,-2.08112198927,-0.580516281912,-0.568767456019,26.37,-4.73238996395e-05,-1.66665145967e-06,5.58324725733e-05,0.0240048412234,0.0520119480789,-0.00223144888878,-0.51895570755,-0.430577993393,-0.757225513458
1586434522.45,-4.94455480576,-57.1318244934,148.68687439,8.07403564453,-0.467581480742,5.20837831497,0,0,0,-2.08111131932,-0.580531638961,-0.568734145965,26.33,-6.48765251587e-05,-2.55112627237e-06,4.56490849398e-05,-0.170366868377,0.105093255639,0.0919906497002,-0.512942790985,-0.402998447418,-0.77971124649
1586434522.71,-6.88866996765,-55.7076721191,150.932449341,8.1766462326,-0.55493170023,5.42731761932,0,0,0,-2.08111508913,-0.580551596213,-0.56872187035,26.28,-5.76985374758e-05,8.77030310788e-06,3.9147774083e-05,0.202125519514,0.0812476575375,0.077191196382,-0.501669645309,-0.386250019073,-0.79323387146
1586434522.97,-5.17807340622,-54.6278686523,152.431808472,8.01335430145,-0.557711005211,5.5257935524,0,0,0,-2.08109223547,-0.58055743325,-0.568704212436,26.23,-5.65428355412e-05,4.03686693218e-06,2.52338991516e-05,0.00289771705866,0.0301701966673,0.0921635106206,-0.495756626129,-0.419329881668,-0.776540517807
